customer,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
XB89264,Nevada,5260,High School or Below,F,60101,66,0,Corporate Auto,1,Two-Door Car
XL49151,Arizona,2792,College,M,22426,76,1,Corporate Auto,528,Four-Door Car
FG42635,Oregon,10018,College,M,30720,139,4,Personal Auto,778,SUV
FE12805,Oregon,7180,Bachelor,F,34161,186,3,Personal Auto,892,SUV
GT17701,Oregon,3012,Bachelor,F,42987,77,0,Personal Auto,128,Four-Door Car
CH76379,Oregon,4236,Bachelor,M,0,61,0,Personal Auto,292,Four-Door Car
QT77453,Arizona,5283,High School or Below,F,80928,132,0,Corporate Auto,538,SUV
BS90503,Washington,5395,Bachelor,F,86640,67,0,Personal Auto,65,Four-Door Car
MX93376,California,6913,College,F,26714,64,1,Personal Auto,307,Two-Door Car
KT54608,Arizona,2619,Bachelor,M,78618,66,0,Corporate Auto,225,Two-Door Car
CY18875,Oregon,8390,High School or Below,F,0,78,0,Personal Auto,732,Four-Door Car
YT74573,California,13727,College,M,0,126,0,Personal Auto,604,SUV
WL46640,Nevada,4482,College,M,62977,115,0,Corporate Auto,552,SUV
CY49953,Oregon,2827,College,F,0,79,0,Special Auto,568,Four-Door Car
FD72269,California,5584,High School or Below,F,19724,72,0,Personal Auto,345,Four-Door Car
RE29039,California,7568,High School or Below,F,27558,65,0,Personal Auto,312,Four-Door Car
TA35356,California,9664,College,F,86054,239,0,Personal Auto,115,Luxury
HS88081,California,6480,High School or Below,F,42846,81,0,Corporate Auto,286,Four-Door Car
SM52948,Nevada,8707,Bachelor,F,57107,110,3,Personal Auto,528,SUV
ZL30083,Oregon,9048,High School or Below,M,0,119,0,Personal Auto,571,Luxury
MP22051,Washington,2615,College,M,54314,66,0,Personal Auto,282,Four-Door Car
OF38237,California,4878,Doctor,F,29950,61,0,Personal Auto,292,Two-Door Car
KL27677,Nevada,10793,College,F,24195,90,0,Personal Auto,360,Two-Door Car
NX58648,Oregon,5528,High School or Below,F,0,73,0,Personal Auto,388,Four-Door Car
WP19664,Arizona,4605,College,M,47481,116,0,Personal Auto,556,SUV
LB83807,Oregon,8343,Bachelor,M,63354,106,0,Personal Auto,508,Two-Door Car
EL44544,Oregon,13009,High School or Below,F,57591,66,0,Corporate Auto,316,Four-Door Car
ST99840,Nevada,7486,Bachelor,F,0,71,0,Corporate Auto,340,Four-Door Car
ZS15062,Oregon,9547,Master,M,34919,82,1,Personal Auto,277,Four-Door Car
RJ68578,Oregon,8110,High School or Below,M,76879,101,0,Corporate Auto,487,Luxury
AE74442,California,7379,Bachelor,F,61584,61,0,Corporate Auto,205,Four-Door Car
TF80571,California,6612,High School or Below,M,28792,185,3,Corporate Auto,1166,Luxury
YH31618,Oregon,7452,Bachelor,F,0,105,0,Corporate Auto,504,Two-Door Car
HZ39407,Washington,2686,Master,M,26713,71,0,Personal Auto,142,Four-Door Car
GX38439,California,4470,College,F,0,129,0,Personal Auto,928,SUV
FF65294,Oregon,10348,High School or Below,M,34244,87,2,Personal Auto,417,Four-Door Car
GC40999,Oregon,11790,College,M,25251,66,0,Personal Auto,316,Four-Door Car
BA87048,Washington,4566,Bachelor,M,0,68,0,Personal Auto,326,Four-Door Car
DE23903,Oregon,5905,Bachelor,F,59848,73,1,Personal Auto,131,Two-Door Car
UP30859,Nevada,7492,College,F,39815,64,0,Special Auto,91,Four-Door Car
PY17715,California,3427,Master,F,58840,86,0,Corporate Auto,73,Two-Door Car
NU22358,Washington,5181,Master,F,97131,64,0,Special Auto,307,Four-Door Car
BR77413,Arizona,4686,College,M,58089,118,0,Personal Auto,566,SUV
FI17798,California,2710,Doctor,M,0,71,0,Personal Auto,340,Four-Door Car
KN32615,Arizona,4313,College,F,0,126,2,Personal Auto,656,SUV
EB86696,California,4755,Bachelor,M,21808,119,0,Special Auto,571,SUV
YB14965,Arizona,36516,College,M,89771,114,0,Personal Auto,432,SUV
ZD42550,Nevada,7792,Master,F,36776,65,0,Corporate Auto,240,Four-Door Car
FI61655,Arizona,2549,Bachelor,M,31213,65,0,Corporate Auto,312,Four-Door Car
PC30692,Oregon,7521,Bachelor,M,0,115,0,Personal Auto,987,SUV
EK71077,California,11510,Bachelor,F,0,61,0,Corporate Auto,439,Four-Door Car
ED91989,Arizona,7999,College,M,0,107,0,Personal Auto,513,SUV
JH58573,California,7927,College,M,32555,68,0,Personal Auto,86,Two-Door Car
YP75411,Arizona,21123,College,M,0,69,0,Personal Auto,496,Two-Door Car
FV33188,Washington,2453,Bachelor,M,29735,69,0,Personal Auto,331,Four-Door Car
ZQ94561,Washington,2981,College,M,80590,74,0,Corporate Auto,97,Four-Door Car
JZ16164,Oregon,5110,Bachelor,F,22565,132,0,Personal Auto,633,SUV
MU63232,Arizona,5351,Master,M,54817,137,0,Personal Auto,209,SUV
CG13512,Oregon,9015,College,M,0,62,0,Personal Auto,42,Two-Door Car
ZR86524,Oregon,5903,College,F,55393,74,1,Corporate Auto,2,Four-Door Car
UG38549,California,8852,High School or Below,F,0,83,0,Personal Auto,597,Four-Door Car
HJ37943,California,13333,Bachelor,F,75634,110,0,Personal Auto,432,Two-Door Car
QA72881,Oregon,8658,College,M,62464,109,0,Personal Auto,400,Luxury
BL54814,Arizona,4871,College,M,72648,61,0,Personal Auto,120,Four-Door Car
MG72449,Nevada,5279,Bachelor,F,77167,66,0,Personal Auto,137,Four-Door Car
VR66049,Washington,6689,High School or Below,M,56980,84,0,Corporate Auto,599,Two-Door Car
KC17606,California,5244,College,F,27444,66,0,Personal Auto,313,Four-Door Car
LB12820,Oregon,6688,High School or Below,M,57289,86,0,Corporate Auto,562,Two-Door Car
ZH30674,Oregon,8408,Bachelor,M,84091,105,0,Personal Auto,380,Four-Door Car
HX96638,Arizona,2052,College,M,0,67,2,Personal Auto,806,Four-Door Car
TT20057,Oregon,10592,College,M,59590,136,0,Personal Auto,460,SUV
AM26598,Arizona,2913,College,F,89672,72,0,Personal Auto,309,Four-Door Car
AY73718,California,5243,Bachelor,F,96535,66,0,Personal Auto,271,Four-Door Car
EL11108,Oregon,14191,Doctor,F,25575,117,0,Personal Auto,561,SUV
FA15811,Nevada,9426,College,F,38910,78,0,Personal Auto,20,Two-Door Car
BA51898,Arizona,4521,Bachelor,M,39426,114,0,Special Auto,412,SUV
PP30874,California,3579,High School or Below,F,28304,91,2,Personal Auto,655,Four-Door Car
MN74944,Arizona,6285,College,M,52210,80,0,Personal Auto,384,Four-Door Car
FK94501,Nevada,7844,Bachelor,F,0,102,0,Personal Auto,273,SUV
HZ84382,Oregon,8283,Master,M,94851,104,0,Personal Auto,190,Four-Door Car
FA89548,Arizona,2436,Bachelor,M,0,67,0,Personal Auto,399,Four-Door Car
GD29440,Washington,2538,Bachelor,M,18608,71,0,Personal Auto,340,Four-Door Car
DE21910,Oregon,7304,College,F,41025,92,0,Personal Auto,20,Four-Door Car
CH50584,Oregon,32474,High School or Below,M,71449,102,0,Personal Auto,734,SUV
JV97593,California,6674,Bachelor,F,92653,83,1,Personal Auto,456,Four-Door Car
ND68993,Nevada,33473,Bachelor,F,33190,106,0,Personal Auto,508,SUV
YT46746,Oregon,6459,College,F,24290,82,0,Personal Auto,393,Four-Door Car
RF94484,Oregon,4605,College,F,22571,63,0,Corporate Auto,302,Four-Door Car
No19664,California,5686,High School or Below,F,26409,71,0,Personal Auto,475,Four-Door Car
BA97018,Arizona,6608,High School or Below,M,21616,93,0,Personal Auto,944,Two-Door Car
HY16703,Oregon,7158,College,M,36463,92,0,Personal Auto,441,Four-Door Car
MA15172,California,10179,Bachelor,F,14290,271,0,Personal Auto,1300,Luxury
WO81184,California,5052,Bachelor,M,34645,69,3,Special Auto,220,Two-Door Car
FX39582,Washington,5201,Bachelor,M,67001,131,0,Personal Auto,463,SUV
ZG23976,California,8632,Bachelor,F,96200,107,0,Personal Auto,513,Two-Door Car
WE25756,Arizona,7350,High School or Below,M,69241,93,0,Personal Auto,111,Four-Door Car
AP59947,California,7690,Bachelor,F,55843,64,0,Corporate Auto,307,Two-Door Car
JG31799,California,8259,Bachelor,F,20305,76,1,Personal Auto,496,Two-Door Car
XY28151,Oregon,2317,Bachelor,F,0,68,0,Corporate Auto,489,Two-Door Car
ZB72138,Oregon,8929,Bachelor,M,44329,112,0,Personal Auto,537,SUV
OP52966,Arizona,4854,High School or Below,M,44279,61,0,Personal Auto,292,Two-Door Car
TG67664,California,2659,College,F,0,87,3,Personal Auto,420,Four-Door Car
DH14632,Oregon,8750,College,F,34695,113,0,Personal Auto,100,SUV
QN26812,Arizona,5054,High School or Below,M,79297,64,0,Personal Auto,72,Four-Door Car
PD97837,Arizona,2199,Bachelor,M,0,62,0,Corporate Auto,297,Four-Door Car
LX67597,Nevada,5715,Bachelor,M,84183,72,0,Personal Auto,255,Four-Door Car
VH35998,California,9566,Doctor,M,53375,79,0,Personal Auto,127,Four-Door Car
UE54045,California,10094,High School or Below,F,32046,127,0,Corporate Auto,475,SUV
XA50997,Nevada,5444,High School or Below,M,91393,67,0,Personal Auto,460,Two-Door Car
GM37281,California,2582,Bachelor,F,76731,64,0,Personal Auto,201,Four-Door Car
QT84069,Oregon,50568,Master,M,82081,249,0,Personal Auto,753,Luxury
MG74662,Oregon,3484,High School or Below,F,51337,88,0,Corporate Auto,72,Four-Door Car
EP46328,California,5555,Bachelor,M,74015,72,0,Personal Auto,471,Four-Door Car
UL87052,Arizona,4173,Bachelor,F,0,117,0,Personal Auto,842,SUV
GA93544,Oregon,2897,High School or Below,F,0,77,0,Personal Auto,554,Four-Door Car
EW73206,California,8044,Bachelor,F,68849,67,0,Corporate Auto,252,Two-Door Car
MV19629,Oregon,7716,College,F,37376,99,0,Personal Auto,65,Four-Door Car
TK67721,Oregon,2274,High School or Below,F,0,64,0,Corporate Auto,621,Four-Door Car
AD38685,California,8658,College,M,62464,109,0,Personal Auto,400,Luxury
LX72964,Arizona,11260,High School or Below,F,88304,95,0,Personal Auto,276,Four-Door Car
MR37609,Oregon,16414,College,M,0,112,0,Special Auto,682,SUV
OG30514,Nevada,20018,Bachelor,F,65900,62,0,Personal Auto,297,Four-Door Car
GJ44951,Washington,4698,Bachelor,F,0,67,0,Personal Auto,321,Two-Door Car
YB19340,Oregon,9002,High School or Below,M,61374,113,0,Corporate Auto,210,Two-Door Car
BD42101,California,25030,Bachelor,M,0,110,1,Corporate Auto,528,SUV
RZ89024,Oregon,3102,Doctor,M,31841,78,0,Personal Auto,126,Four-Door Car
ZO20633,Oregon,2587,High School or Below,F,27861,65,0,Corporate Auto,312,Four-Door Car
KL39500,Arizona,4983,College,M,0,83,3,Personal Auto,736,Four-Door Car
QK24293,Oregon,6265,Doctor,F,0,84,1,Corporate Auto,481,Four-Door Car
RW71963,Nevada,7233,High School or Below,F,94550,90,0,Personal Auto,432,Four-Door Car
HR71115,Nevada,5357,College,M,39604,68,0,Personal Auto,63,Four-Door Car
UL55837,Nevada,11130,Bachelor,F,42928,93,0,Personal Auto,651,Four-Door Car
IW77519,Washington,2610,Bachelor,F,54737,66,0,Personal Auto,391,Four-Door Car
CR88883,Arizona,7452,College,M,0,68,0,Corporate Auto,489,Two-Door Car
YD58301,California,6352,High School or Below,F,80587,78,0,Personal Auto,276,Four-Door Car
RT60959,Oregon,14585,High School or Below,F,0,194,0,Corporate Auto,931,Luxury
KC67832,California,17292,College,M,80028,86,0,Corporate Auto,114,Four-Door Car
DK92014,Arizona,4254,High School or Below,F,11904,61,2,Personal Auto,292,Two-Door Car
ZA44520,Arizona,9621,High School or Below,F,54872,121,0,Personal Auto,580,SUV
AJ69060,California,14260,College,M,0,99,0,Personal Auto,204,Two-Door Car
ME35315,Washington,7756,College,M,0,74,0,Corporate Auto,532,Two-Door Car
BU61331,Arizona,5875,College,M,46417,74,0,Corporate Auto,164,Four-Door Car
XI68015,Washington,4946,College,F,46239,67,3,Personal Auto,6,Four-Door Car
HG51739,Oregon,2660,College,F,0,73,0,Personal Auto,350,Four-Door Car
FI22970,Oregon,2372,High School or Below,F,25550,61,0,Personal Auto,439,Four-Door Car
OF93412,Nevada,15613,Bachelor,F,27514,197,0,Personal Auto,1367,SUV
AH97088,Nevada,7803,High School or Below,M,84417,98,0,Personal Auto,139,Two-Door Car
BI81476,Oregon,10346,High School or Below,F,55906,86,0,Personal Auto,58,Four-Door Car
IA18854,California,4960,High School or Below,M,21638,65,0,Personal Auto,468,Four-Door Car
OO62338,Oregon,7099,Bachelor,M,16121,65,2,Corporate Auto,312,Four-Door Car
JH35547,Oregon,24442,College,M,36261,68,0,Personal Auto,16,Four-Door Car
DY34638,Oregon,13466,High School or Below,F,11432,119,0,Personal Auto,571,SUV
MT16688,Arizona,2598,Bachelor,F,62566,65,1,Corporate Auto,48,Four-Door Car
NN51066,Oregon,2886,High School or Below,F,10312,78,0,Personal Auto,486,Four-Door Car
YF73402,Oregon,2566,High School or Below,M,67778,64,1,Personal Auto,171,Four-Door Car
ZR56751,Washington,6252,Master,F,92895,77,0,Personal Auto,43,Two-Door Car
GR32910,California,5174,College,F,55290,65,0,Personal Auto,13,Four-Door Car
MZ89625,California,9263,Bachelor,F,23377,116,0,Personal Auto,556,Four-Door Car
IK51081,California,4834,College,F,38713,66,4,Personal Auto,316,Four-Door Car
VI34110,Arizona,2361,Bachelor,F,0,66,1,Personal Auto,145,Four-Door Car
VH62312,Nevada,2674,College,M,56342,69,0,Corporate Auto,331,Four-Door Car
YU39743,Oregon,16159,College,M,29593,137,0,Personal Auto,657,Luxury
RO57944,Nevada,26197,High School or Below,F,18495,113,0,Personal Auto,542,SUV
VL32622,California,2664,High School or Below,F,82887,66,1,Corporate Auto,420,Four-Door Car
NV35796,Oregon,15162,Master,F,71366,94,0,Personal Auto,265,Four-Door Car
UU32345,California,22332,College,M,49078,97,0,Corporate Auto,484,Four-Door Car
YM94448,Arizona,4995,College,F,10787,71,0,Personal Auto,697,Two-Door Car
WX46704,California,16109,High School or Below,F,0,73,0,Personal Auto,350,Four-Door Car
HY35960,Arizona,4957,High School or Below,M,10194,65,0,Personal Auto,312,Two-Door Car
PB41497,Oregon,2866,High School or Below,M,81763,72,1,Personal Auto,518,Two-Door Car
GP37412,Arizona,8719,College,F,59763,73,0,Personal Auto,350,Two-Door Car
KU62853,California,22448,College,F,0,78,0,Special Auto,561,Four-Door Car
EA87824,Arizona,6864,College,F,96832,85,0,Personal Auto,408,Two-Door Car
DM42912,California,4980,College,F,21135,130,0,Personal Auto,678,SUV
HK50871,California,2312,High School or Below,M,16143,62,1,Personal Auto,32,Four-Door Car
ZX73673,Arizona,5555,Bachelor,M,74015,72,0,Personal Auto,471,Four-Door Car
EO95783,Arizona,26763,High School or Below,M,84178,74,0,Personal Auto,12,Two-Door Car
TR18791,Arizona,2471,Bachelor,M,0,70,0,Personal Auto,504,Two-Door Car
DC83427,Oregon,17759,High School or Below,F,0,63,0,Personal Auto,661,Four-Door Car
OG31942,California,14628,College,M,63936,189,0,Personal Auto,765,Luxury
AK17025,Washington,5801,Bachelor,M,0,83,0,Personal Auto,597,Four-Door Car
RT17851,Oregon,5209,High School or Below,F,37940,129,0,Special Auto,512,SUV
UF56271,Washington,2814,High School or Below,F,30703,70,0,Personal Auto,336,Four-Door Car
BP25150,Arizona,5417,College,F,54898,69,0,Corporate Auto,176,Two-Door Car
XT34986,Oregon,16775,Bachelor,M,89030,139,0,Personal Auto,49,SUV
OI74902,California,7980,College,F,15630,115,1,Personal Auto,656,SUV
GV33313,Arizona,5107,Bachelor,F,35625,65,1,Personal Auto,288,Four-Door Car
WA54110,Nevada,2690,High School or Below,M,48329,67,0,Corporate Auto,470,Four-Door Car
IS94199,California,4254,High School or Below,F,11904,61,2,Personal Auto,292,Two-Door Car
XE22944,Arizona,4643,Bachelor,F,12261,125,0,Personal Auto,600,SUV
CK24264,Arizona,6217,High School or Below,M,0,86,0,Personal Auto,39,Four-Door Car
BF54215,California,11373,Master,F,87810,94,3,Personal Auto,225,Four-Door Car
HW85007,Oregon,10861,Bachelor,M,64744,139,0,Personal Auto,41,SUV
PA56702,Arizona,8569,Doctor,M,0,117,0,Personal Auto,957,SUV
VD87432,Washington,16069,Bachelor,M,60735,135,0,Personal Auto,571,SUV
GG57214,Washington,2410,Bachelor,F,0,67,0,Personal Auto,482,Two-Door Car
EK10022,California,14057,Bachelor,M,36261,118,0,Corporate Auto,1197,SUV
IV97881,Nevada,4872,High School or Below,M,0,135,0,Personal Auto,648,Luxury
GS85403,Washington,9031,Master,F,0,122,0,Corporate Auto,650,Luxury
UO48558,California,2993,High School or Below,M,23277,77,2,Corporate Auto,369,Four-Door Car
SX18141,Arizona,5846,High School or Below,F,50320,73,0,Personal Auto,297,Four-Door Car
KK26955,Washington,2589,High School or Below,F,49675,65,0,Personal Auto,312,Two-Door Car
PV12088,Arizona,6558,High School or Below,M,19508,61,0,Personal Auto,292,Two-Door Car
TV97612,Oregon,8105,Bachelor,M,20815,110,0,Personal Auto,528,SUV
VA95387,Nevada,7232,High School or Below,M,46621,61,0,Corporate Auto,30,Four-Door Car
XF93358,Arizona,13599,High School or Below,F,22775,184,0,Personal Auto,883,Luxury
WP64059,California,5093,Bachelor,F,91814,63,0,Personal Auto,167,Two-Door Car
YY63521,Arizona,6047,College,M,20396,76,1,Personal Auto,364,Four-Door Car
FH69597,California,7172,High School or Below,F,73836,182,3,Personal Auto,553,Luxury
UT76436,Nevada,3438,Bachelor,F,55910,86,0,Personal Auto,324,Four-Door Car
VA94160,California,5418,High School or Below,F,43054,68,0,Personal Auto,326,Four-Door Car
NJ55678,Arizona,7824,Bachelor,F,64543,65,0,Personal Auto,200,Four-Door Car
OJ60800,Oregon,7930,Bachelor,M,75988,67,0,Personal Auto,200,Four-Door Car
PG20605,Arizona,9321,College,M,0,64,0,Personal Auto,572,Four-Door Car
UT88283,Arizona,2775,College,F,29051,73,0,Personal Auto,153,Two-Door Car
AF48816,Arizona,5792,Bachelor,F,87382,72,0,Personal Auto,345,Four-Door Car
SY93381,California,3596,College,F,30694,91,1,Personal Auto,436,Four-Door Car
ZI63885,Washington,14713,High School or Below,M,0,85,0,Personal Auto,877,Four-Door Car
SD41771,California,44520,High School or Below,M,49259,144,0,Personal Auto,820,Luxury
IG80910,Oregon,3071,High School or Below,F,47528,77,1,Personal Auto,277,Four-Door Car
RA62452,Nevada,8471,Bachelor,M,70624,106,0,Corporate Auto,49,SUV
NI88122,California,7205,College,F,0,64,0,Corporate Auto,505,Four-Door Car
LG90006,Oregon,11154,Doctor,F,31409,93,0,Personal Auto,381,Four-Door Car
XZ83249,Nevada,10168,High School or Below,F,35504,128,0,Personal Auto,404,SUV
EP26605,Washington,5688,Bachelor,F,44833,72,0,Personal Auto,345,Two-Door Car
LW29130,Washington,5272,High School or Below,F,24423,67,0,Corporate Auto,321,Two-Door Car
UD61088,California,13799,Bachelor,M,0,127,0,Personal Auto,609,SUV
UY81122,Oregon,4167,College,F,0,69,3,Personal Auto,433,Four-Door Car
ED87136,Arizona,4242,High School or Below,M,0,61,0,Personal Auto,439,Four-Door Car
PK58026,Nevada,5736,Bachelor,F,96917,71,0,Personal Auto,373,Two-Door Car
OD79784,Arizona,2679,Bachelor,M,84450,68,0,Corporate Auto,291,Four-Door Car
OO79691,Arizona,11828,College,F,0,111,0,Personal Auto,1018,SUV
PE72393,Arizona,11905,High School or Below,F,0,115,0,Corporate Auto,840,Four-Door Car
QG39997,Arizona,4212,College,F,10097,110,0,Personal Auto,218,Four-Door Car
ET45138,California,5553,College,F,33255,138,0,Personal Auto,662,Luxury
WP46383,Oregon,26538,Bachelor,F,94132,73,0,Personal Auto,350,Four-Door Car
FJ12205,Oregon,6511,Master,M,42602,85,3,Personal Auto,63,Two-Door Car
KE42114,Nevada,4730,Doctor,M,17250,62,0,Personal Auto,175,Four-Door Car
CO15448,California,2908,College,M,74212,73,0,Personal Auto,188,Four-Door Car
SU31072,Washington,4821,Bachelor,M,85756,61,0,Personal Auto,117,Four-Door Car
LC87490,Arizona,2248,Bachelor,F,24910,63,1,Personal Auto,347,Four-Door Car
OT36536,Oregon,5232,Bachelor,M,41596,66,0,Personal Auto,316,Four-Door Car
DE59454,Nevada,2557,Bachelor,M,72202,63,0,Corporate Auto,453,Two-Door Car
VS63956,California,5871,Bachelor,M,33967,76,0,Personal Auto,364,Four-Door Car
TR39403,California,3681,Master,F,77951,93,3,Corporate Auto,19,Two-Door Car
AB62982,Oregon,5918,Doctor,F,77521,73,0,Personal Auto,350,Two-Door Car
QP76867,Oregon,16152,College,M,0,109,0,Personal Auto,852,Luxury
MO41014,Arizona,4984,Bachelor,M,86305,62,0,Corporate Auto,80,Four-Door Car
EK56325,Arizona,6637,High School or Below,M,0,92,2,Personal Auto,662,Four-Door Car
LB59405,California,5979,High School or Below,F,57693,76,0,Personal Auto,547,Four-Door Car
JI37927,Oregon,7736,College,F,0,112,3,Corporate Auto,78,SUV
OJ43280,California,5644,Bachelor,M,33137,74,0,Personal Auto,472,Two-Door Car
YW43854,Washington,6944,High School or Below,M,0,68,0,Personal Auto,489,Four-Door Car
